index,formula,score,Eform
955,36-SrNp2O6-225-3279811,0.99998796,-0.002361826
956,36-SrNp2O6-225-7146079,0.999997616,-0.002848843
957,36-TaSn2F6-225-8363663,0.999988079,0.001828701
958,36-Tb(SF3)2-225-522332,0.999954939,0.002276097
959,36-Tb2AsF6-225-1240584,0.999924898,0.001068075
960,36-Tb2AsF6-225-8228547,0.999968171,0.001126598
961,36-Tb2GeF6-225-4183405,0.999969602,0.000408559
962,36-Tb2NiO6-225-7871301,0.999997735,-0.003135264
963,36-Tb2NiO6-225-9845322,0.999948144,-0.003603437
964,36-TbGd2O6-225-5834927,0.999999642,-0.002465817
965,36-Th(PbO3)2-225-5937619,0.999996662,-0.001362755
966,36-Th2AuO6-225-8749647,0.999998689,-0.002217147
967,36-Th2AuO6-225-9562618,0.999998331,-0.002171414
968,36-Th2MoO6-225-21290,0.999999046,-0.002126602
969,36-Th2NO6-225-4526995,0.999999166,-0.001919762
970,36-Th2ScO6-225-7781015,0.99999702,-0.001880544
971,36-TiTl2O6-225-7668042,0.999999762,-0.000899
972,36-Tl(SnO3)2-225-4684003,0.999941587,-0.000849081
973,36-Tl2ClO6-225-2120340,0.999934673,-0.000629835
974,36-Tl2TeF6-225-3228207,0.999989152,0.002338424
975,36-Tm(NF3)2-225-3318344,0.999996305,5.00E-05
976,36-Tm2BiO6-225-2791371,0.999998331,-0.002437924
977,36-TmB2F6-225-2969393,0.999985099,0.001541805
978,36-U2IrO6-225-5789762,0.999943733,-0.00253629
979,36-U2MnO6-225-1918523,0.999984145,-0.001946912
980,36-U2PbO6-225-9885671,0.999999404,-0.001751908
981,36-Y2GaO6-225-340927,0.999999523,-0.002168726
982,36-Y2HgO6-225-6598238,0.999998808,-0.001716147
983,36-Y2MnO6-225-4648782,0.999999404,-0.001912369
984,36-Y2MoO6-225-6804733,0.999993563,-0.00222684
985,36-Yb2NdO6-225-1663180,0.999999762,-0.002245094
986,36-Yb2NdO6-225-2315227,0.9999789,-0.001758435
987,36-Yb2NpO6-225-5796027,0.999999523,-0.002729256
988,36-Yb2NpO6-225-9413965,0.999979854,-0.002312309
989,36-Yb2YF6-225-462833,0.999982357,0.001147483
990,36-Yb2YF6-225-7333358,0.999996305,0.001172874
991,36-YbTm2O6-225-9646885,0.999993086,-0.002627785
992,36-Zr2CrO6-225-6522571,0.999982119,-0.001949509
993,36-Zr2NiF6-225-2620327,0.999944329,0.000433829
994,36-Zr2SO6-225-7780898,0.999980807,-0.00158835
995,52-Ga(ClF)6-225-2684922,0.999984741,-0.000832258
996,52-Tl(ClF)6-225-829882,0.999949574,-0.00054341
997,52-Tl(ClF)6-225-8506203,0.999956608,-0.002085795
998,5-EuZrF3-221-4362793,0.999994755,0.001024568
999,5-HoBF3-221-4664199,0.999961019,0.001174861
1000,5-ZrScF3-221-4445660,,0.001010036
